OBJECTID;NOM_ARRET;LIGNE;DIRECTION;NUMERIQUE_ARRET;LETTRE_DE_QUAI;SLOID;ORIENTATION_COMPASS;E;N
1062;Vernier, Campanules;51;51 (51 (Genève, Nations));CAMP00;H;ch:1:sloid:93148:0:637575;49;2496589.6;1116986.11
1063;Vernier, CO Renard;51;51 (51 (Vernier, CO Renard));CREN00;L;ch:1:sloid:93147:0:980337;315;2496195.67;1116975.65
1064;Vernier, Verseuse;51;51 (51 (Vernier, CO Renard));VEUS01;K;ch:1:sloid:93178:0:779727;241;2496428.46;1116904.49
1065;Vernier, Libellules;51;51 (51 (Genève, Nations));LIBE00;F;ch:1:sloid:93162:0:860479;317;2497270.34;1118353.24
1066;Genève, Ariana;51;51 (51 (Vernier, CO Renard));ARIA01;R;ch:1:sloid:11616:0:285;215;2499536.3;1120121.6
1067;Vernier, Verseuse;51;51 (51 (Genève, Nations));VEUS00;J;ch:1:sloid:93178:0:135643;99;2496348.12;1116897.91
1068;Genève, Petit-Saconnex;51;51 (51 (Genève, Nations));PSAC05;V;ch:1:sloid:92880:0:289;45;2499063.25;1119899.25
1069;Vernier, Châtelaine;51;51 (51 (Genève, Nations));CHLA02;K;ch:1:sloid:93152:0:458015;100;2497639.98;1118751.22
1070;Vernier, Campanules;51;51 (51 (Vernier, CO Renard));CAMP01;I;ch:1:sloid:93148:0:181752;229;2496621.75;1117019.64
1071;Vernier, Sellieres;51;51 (51 (Genève, Nations));SELI00;F;ch:1:sloid:93170:0:16728;23;2496776.72;1117184.3
1072;Vernier, Avenue de l'Ain;51;51 (51 (Genève, Nations));AAIN02;B;ch:1:sloid:93138:0:909127;329;2497394.59;1118256.06
1073;Genève, Nations;51;51 (51 (Vernier, CO Renard));NATI23;K;ch:1:sloid:87058:0:700;315;2499608.71;1120005.66
1074;Vernier, Libellules;51;51 (51 (Vernier, CO Renard));LIBE01;G;ch:1:sloid:93162:0:449458;137;2497280.64;1118330.25
1075;Genève, Petit-Saconnex;51;51 (51 (Vernier, CO Renard));PSAC04;U;ch:1:sloid:92880:0:288;215;2499005.7;1119872.7
1076;Vernier, Avenue de l'Ain;51;51 (51 (Vernier, CO Renard));AAIN03;A;ch:1:sloid:93138:0:349915;150;2497399.34;1118234.28
1077;Genève, Ariana;51;51 (51 (Genève, Nations));ARIA00;Q;ch:1:sloid:11616:0:284;55;2499539.71;1120111.16
1078;Vernier, Aïre;51;51 (51 (Genève, Nations));AIRE02;E;ch:1:sloid:93137:0:156509;312;2496915.89;1117517.77
1079;Vernier, Ecu;51;51 (51 (Vernier, CO Renard));ECU01;W;ch:1:sloid:93157:0:797077;112;2497104.31;1118472.25
1080;Bellevue GE, Vieux-Valavran;52;52 (52 (Bossy/Versonnex, village));VXVV02;Z;ch:1:sloid:92934:0:224463;120;2500372.45;1123915.82
1081;Genthod, Rennex;52;52 (52 (Bossy/Versonnex, village));RENN00;C;ch:1:sloid:3080:0:5995;116;2500654.99;1124836.88
1082;Bellevue GE, Rilliet;52;52 (52 (Bossy/Versonnex, village));BGRT00;E;ch:1:sloid:11141:0:666809;315;2500214.47;1123033.14
1083;Bellevue, Limites;52;52 (52 (Bossy/Versonnex, village));BELI01;Y;ch:1:sloid:10154:0:631144;216;2500147.61;1124143.56
1084;Genthod-Bellevue, gare;52;52 (52 (Bossy/Versonnex, village));GEBE01;B;ch:1:sloid:87065:0:525273;88;2500908.61;1123645.36
1085;Versonnex, Bois-Chatton (F);52;52 (52 (Bossy/Versonnex, village));BOCH00;E;;336;2496878;1127991
1086;Bellevue GE, Vieux-Valavran;52;52 (52 (Genthod, Les Hauts));VXVV01;X;ch:1:sloid:92934:0:981825;293;2500303.99;1123953.95
1087;Bellevue, Limites;52;52 (52 (Genthod, Les Hauts));BELI00;X;ch:1:sloid:10154:0:392238;33;2500139.88;1124122.21
1088;Les Tuileries, gare;52;52 (52 (Genthod, Les Hauts));TULE01;B;ch:1:sloid:3229:0:254533;92;2500360.03;1122919.74
1089;Genthod-Bellevue, gare;52;52 (52 (Genthod, Les Hauts));GEBE00;S;ch:1:sloid:87065:0:745942;284;2500863.68;1123658.22
1090;Genthod, Chênes;52;52 (52 (Bossy/Versonnex, village));GTCH01;Z;ch:1:sloid:10220:0:557461;230;2500519.29;1124533.21
1091;Versonnex, village;52;52 (52 (Bossy/Versonnex, village));VSNX02;B;ch:1:sloid:1402571:0:709145;310;2496529.3;1128645.49
1092;Genthod, Les Hauts;52;52 (52 (Bossy/Versonnex, village));HGEN00;E;ch:1:sloid:3049:0:575910;39;2500375.17;1124995.31
1093;Genthod, Centre ornithologique;52;52 (52 (Genthod, Les Hauts));GTOR00;F;ch:1:sloid:10221:0:672374;60;2500380.8;1124499.5
1094;Bellevue GE, Roselière;52;52 (52 (Genthod, Les Hauts));RORE01;N;ch:1:sloid:3243:0:651133;180;2499962.03;1123385.25
1095;Les Tuileries, gare;52;52 (52 (Bossy/Versonnex, village));TULE00;A;ch:1:sloid:3229:0:22305;275;2500368.28;1122928.47
1096;Versonnex, Bois-Chatton (F);52;52 (52 (Genthod, Les Hauts));BOCH01;F;;165;2496856.1;1128014.22
1097;Genthod, Rennex;52;52 (52 (Genthod, Les Hauts));RENN01;D;ch:1:sloid:3080:0:328246;298;2500683.73;1124830.04
1098;Bellevue GE, Chênaie;52;52 (52 (Bossy/Versonnex, village));CNAE00;U;ch:1:sloid:92930:0:79422;113;2500606.16;1123809.97
1099;Bellevue GE, Rilliet;52;52 (52 (Genthod, Les Hauts));BGRT01;F;ch:1:sloid:11141:0:285421;80;2500206.98;1123023.23
1100;Genthod, Chênes;52;52 (52 (Genthod, Les Hauts));GTCH00;W;ch:1:sloid:10220:0:495218;50;2500547.68;1124526.55
1101;Bellevue GE, Chênaie;52;52 (52 (Genthod, Les Hauts));CNAE01;V;ch:1:sloid:92930:0:419408;292;2500644.57;1123798.27
1102;Genthod, Centre ornithologique;52;52 (52 (Bossy/Versonnex, village));GTOR01;G;ch:1:sloid:10221:0:601402;240;2500364.73;1124497.93
1103;Bellevue GE, Roselière;52;52 (52 (Bossy/Versonnex, village));RORE00;M;ch:1:sloid:3243:0:34286;0;2499968.98;1123392.08
1104;Bellevue GE, Mollies;52,29;52,29 (52 (Bossy/Versonnex, village),29 (Collonge-Bellerive, Bois-Caran));BMOL00;S;ch:1:sloid:3218:0:372458;219;2500727.88;1123070.72
1105;Bellevue GE, mairie;52,29;52,29 (52 (Genthod, Les Hauts),29 (Creux-de-Genthod, gare));BMAI01;R;ch:1:sloid:3217:0:519628;40;2500966.6;1123353.79
1106;Bellevue GE, Mollies;52,29;52,29 (52 (Genthod, Les Hauts),29 (Creux-de-Genthod, gare));BMOL01;T;ch:1:sloid:3218:0:927122;40;2500741.75;1123084.02
1107;Bellevue GE, mairie;52,29;52,29 (52 (Bossy/Versonnex, village),29 (Collonge-Bellerive, Bois-Caran));BMAI00;Q;ch:1:sloid:3217:0:25421;220;2500957.5;1123353.74
1108;Collex, Seuchat;52,55;52,55 (52 (Genthod, Les Hauts),55 (Genève-Aéroport, Terminal));SCHA01;B;ch:1:sloid:92722:0:791451;129;2498571.97;1125562.88
1109;Bossy;52,55;52,55 (52 (Bossy/Versonnex, village),55 (Chavannes-des-Bois));BOSY01;D;ch:1:sloid:87035:0:867737;316;2497943.83;1126168.41
1110;Bossy;52,55;52,55 (52 (Genthod, Les Hauts),55 (Chavannes-des-Bois));BOSY00;C;ch:1:sloid:87035:0:725667;105;2497947.49;1126152.64
1111;Collex, école;52,55;52,55 (52 (Genthod, Les Hauts),55 (Genève-Aéroport, Terminal));CXEC01;P;ch:1:sloid:92720:0:107142;135;2498757.45;1125364.91
1112;Collex, Seuchat;52,55,55;52,55,55 (52 (Bossy/Versonnex, village),55 (Chavannes-des-Bois),55 (Chavannes-des-Bois));SCHA00;A;ch:1:sloid:92722:0:716469;307;2498549.7;1125589.22
1113;Collex, école;52,55,55;52,55,55 (52 (Bossy/Versonnex, village),55 (Chavannes-des-Bois),55 (Chavannes-des-Bois));CXEC00;O;ch:1:sloid:92720:0:866180;316;2498751.92;1125379.89
1114;Grand-Saconnex, Massettes;53;53 (53 (Vernier, Parfumerie));MASS01;O;ch:1:sloid:92948:0:211156;136;2497806.27;1119955.17
1115;Grand-Saconnex, Attenville;53;53 (53 (Vernier, Parfumerie));ATTV01;S;ch:1:sloid:92936:0:109436;209;2497792.25;1120437.69
1116;Grand-Saconnex, Corbillettes;53;53 (53 (Grand-Saconnex, place/Bellevue GE, Valavran));CORB00;P;ch:1:sloid:92939:0:714523;42;2497647.65;1120220.53
1117;Grand-Saconnex, Corbillettes;53;53 (53 (Vernier, Parfumerie));CORB01;Q;ch:1:sloid:92939:0:563856;132;2497623.54;1120157.2
1118;Vernier, Balexert-Pailly;53;53 (53 (Grand-Saconnex, place/Bellevue GE, Valavran));PAIL03;V;ch:1:sloid:93165:0:183051;52;2497838.11;1119655.32
1119;Grand-Saconnex, Ferme Sarasin;53;53 (53 (Grand-Saconnex, place/Bellevue GE, Valavran));FESA00;M;ch:1:sloid:92942:0:306992;59;2498465.53;1121009.76
1120;Grand-Saconnex, Taverney;53;53 (53 (Grand-Saconnex, place/Bellevue GE, Valavran));TVER00;Z;ch:1:sloid:92952:0:275759;57;2498060.26;1120763.07
1121;Vernier, Parfumerie;53;53 (53 (Grand-Saconnex, place/Bellevue GE, Valavran));PFUM00;Z;ch:1:sloid:93166:0:398747;77;2494844.5;1118009.88
1122;Grand-Saconnex, Massettes;53;53 (53 (Grand-Saconnex, place/Bellevue GE, Valavran));MASS00;N;ch:1:sloid:92948:0:222932;316;2497784.43;1119987.95
1123;Grand-Saconnex, Taverney;53;53 (53 (Vernier, Parfumerie));TVER01;Y;ch:1:sloid:92952:0:868398;239;2498064.34;1120776.05
1124;Grand-Saconnex, Attenville;53;53 (53 (Grand-Saconnex, place/Bellevue GE, Valavran));ATTV00;R;ch:1:sloid:92936:0:170153;33;2497831.24;1120482.62
1125;Grand-Saconnex, Ferme Sarasin;53;53 (53 (Vernier, Parfumerie));FESA01;N;ch:1:sloid:92942:0:230240;229;2498424.56;1120991.56
1126;Grand-Saconnex, place;53,05,08;53,05,08 (53 (Vernier, Parfumerie),05 (Thônex, Vallard),08 (Veyrier, douane));GSAC01;B;ch:1:sloid:87914:0:652910;206;2498530.69;1121114.27
1127;Genève, Joli-Mont;53,51;53,51 (53 (Grand-Saconnex, place/Bellevue GE, Valavran),51 (Genève, Nations));JLIM02;E;ch:1:sloid:92845:0:299428;50;2498036.84;1119790.86
1128;Genève, Riant-Parc;53,51;53,51 (53 (Vernier, Parfumerie),51 (Genève, Nations));RIAN00;F;ch:1:sloid:92893:0:764290;112;2498198.54;1119753.28
1129;Vernier, gare/Renfile;53,57;53,57 (53 (Vernier, Parfumerie),57 (ZIMEYSA, gare));VEGR00;F;ch:1:sloid:93169:0:537414;198;2496369.1;1119519.14
1130;Vernier, Blandonnet;53,57,23;53,57,23 (53 (Vernier, Parfumerie),57 (ZIMEYSA, gare),23 (Carouge GE, Tours));BLDO01;C;ch:1:sloid:87924:0:527438;201;2496490.81;1119831.31
1131;Vernier, Bois-Chébé;53,C8;53,C8 (53 (Vernier, Parfumerie),C8 (Vernier, Bois-Chébé));CEBE00;W;ch:1:sloid:93143:0:980793;203;2494591.08;1118164.47
1132;Vernier, Bois-Chébé;53,C8;53,C8 (53 (Grand-Saconnex, place/Bellevue GE, Valavran),C8 (Vernier, CO Renard));CEBE01;X;ch:1:sloid:93143:0:12418;25;2494618.23;1118201.63
1133;Grand-Saconnex, Le Nant;54;54 (54 (Versoix, Centre sportif));NANT02;C;ch:1:sloid:92647:0:795465;47;2498891.99;1122508.72
1134;Versoix, Nant-de-Crève-Coeur;54;54 (54 (Versoix, Centre sportif));CREC00;E;ch:1:sloid:8290:0:755517;100;2501512.37;1125608.03
1135;Versoix, Machefer;54;54 (54 (Genève-Aéroport, Terminal));MFER05;G;ch:1:sloid:3046:0:575960;225;2500015.76;1125398.27
1136;Versoix, Nant-de-Crève-Coeur;54;54 (54 (Genève-Aéroport, Terminal));CREC01;F;ch:1:sloid:8290:0:518761;280;2501498.67;1125619.08
1137;Grand-Saconnex, Le Nant;54;54 (54 (Genève-Aéroport, Terminal));NANT03;D;ch:1:sloid:92647:0:23776;227;2498872.75;1122505.07
1138;Versoix, Machefer;54;54 (54 (Versoix, Centre sportif));MFER04;F;ch:1:sloid:3046:0:36222;45;2499964.46;1125351.68
1139;Collex, école;54;54 (54 (Genève-Aéroport, Terminal));CXEC03;S;ch:1:sloid:92720:0:670969;315;2498814.5;1125313.71
1140;Collex, La Prêle;54,52;54,52 (54 (Versoix, Centre sportif),52 (Bossy/Versonnex, village));PREL00;K;ch:1:sloid:92721:0:816827;319;2498737.26;1124853.56
1141;Collex, Vireloup;54,52;54,52 (54 (Genève-Aéroport, Terminal),52 (Genthod, Les Hauts));VRLP01;H;ch:1:sloid:92723:0:545114;180;2498698.99;1124448.69
1142;Collex, centre;54,52;54,52 (54 (Genève-Aéroport, Terminal),52 (Genthod, Les Hauts));CXCE01;N;ch:1:sloid:87044:0:308754;227;2498524.21;1125140.43
1143;Collex, La Prêle;54,52;54,52 (54 (Genève-Aéroport, Terminal),52 (Genthod, Les Hauts));PREL01;L;ch:1:sloid:92721:0:938520;112;2498674.67;1124893.64
912;Onex, Montesquiou;43;43 (43 (Plan-les-Ouates, Bellins));MSQU01;P;ch:1:sloid:93039:0:435354;149;2497107.63;1115245.9
913;Bernex, Blanchards;43;43 (43 (Onex, Vallet / Bernex, Loëx Hôpital));BLCH00;P;ch:1:sloid:92651:0:538765;312;2495125.33;1117190.27
914;Onex, Rochette;43;43 (43 (Onex, Vallet / Bernex, Loëx Hôpital));RTTE00;E;ch:1:sloid:93042:0:79733;317;2496783.09;1115495.98
915;Grand-Lancy, Burgy;43;43 (43 (Plan-les-Ouates, Bellins));LBUR01;X;ch:1:sloid:92985:0:798968;53;2497668.96;1115211.54
916;Bernex, Loëx Hôpital;43;43 (43 (Plan-les-Ouates, Bellins));LOEX00;O;ch:1:sloid:87903:0:66555;143;2495574.59;1117272.86
917;Onex, Rochette;43;43 (43 (Plan-les-Ouates, Bellins));RTTE01;F;ch:1:sloid:93042:0:422153;140;2496818.64;1115443.27
918;Onex, Belle-Cour;43;43 (43 (Onex, Vallet / Bernex, Loëx Hôpital));BELC00;Q;ch:1:sloid:93028:0:871189;130;2497020.28;1115100.74
919;Confignon, Bains de Cressy;43;43 (43 (Onex, Vallet / Bernex, Loëx Hôpital));CABO00;R;ch:1:sloid:92754:0:992518;240;2495721.35;1115808.64
920;Grand-Lancy, Place du 1er-Août;43;43 (43 (Plan-les-Ouates, Bellins));GDLA03;M;ch:1:sloid:92983:0:390264;70;2498126.82;1115439.72
921;Onex, Genévrière;43;43 (43 (Onex, Vallet / Bernex, Loëx Hôpital));GVRI00;S;ch:1:sloid:93034:0:575629;262;2497333.2;1115135.81
922;Onex, Montesquiou;43;43 (43 (Onex, Vallet / Bernex, Loëx Hôpital));MSQU00;O;ch:1:sloid:93039:0:435944;330;2497096.89;1115274.28
923;Bernex, Chèvres;43;43 (43 (Onex, Vallet / Bernex, Loëx Hôpital));HACH00;Q;ch:1:sloid:92654:0:776094;142;2494840.7;1117376.76
924;Onex, Belle-Cour;43;43 (43 (Onex, Vallet / Bernex, Loëx Hôpital));BELC01;R;ch:1:sloid:93028:0:859794;130;2497020.28;1115100.74
925;Onex, Vallet;43,02;43,02 (43 (Onex, Vallet / Bernex, Loëx Hôpital),02 (Confignon, Cressy));EDVA00;W;ch:1:sloid:93031:0:306644;275;2495938.52;1115733.64
926;Onex, Vallet;43,02;43,02 (43 (Plan-les-Ouates, Bellins),02 (Genève, Plage));EDVA01;X;ch:1:sloid:93031:0:607762;92;2495960.26;1115723.04
927;Onex, La Traille;43,02;43,02 (43 (Onex, Vallet / Bernex, Loëx Hôpital),02 (Confignon, Cressy));TRLL00;Y;ch:1:sloid:93029:0:648797;295;2496205.11;1115663.86
928;Onex, La Traille;43,02;43,02 (43 (Plan-les-Ouates, Bellins),02 (Genève, Plage));TRLL01;Z;ch:1:sloid:93029:0:375591;115;2496198.29;1115660.67
929;Grand-Lancy, Mairie de Lancy;43,15;43,15 (43 (Onex, Vallet / Bernex, Loëx Hôpital),15 (Plan-les-Ouates, ZIPLO));LAMA00;Q;ch:1:sloid:87902:0:137859;205;2498315.56;1115572.63
930;Grand-Lancy, Mairie de Lancy;43,15;43,15 (43 (Plan-les-Ouates, Bellins),15 (Genève, Nations));LAMA01;R;ch:1:sloid:87902:0:962129;25;2498341.73;1115610.33
931;Lancy-Pont-Rouge, gare/Etoile;43,21,40,42,80;43,21,40,42,80 (43 (Plan-les-Ouates, Bellins),21 (Carouge GE, Rondeau),40 (Grand-Lancy, Stade de Genève),42 (Grand-Lancy, Stade de Genève),80 (Saint-Julien, gare));ETOI00;H;ch:1:sloid:92679:0:255953;171;2498800.75;1115907.07
932;Lancy-Pont-Rouge, gare/Etoile;43,21,40,42,80;43,21,40,42,80 (43 (Onex, Vallet / Bernex, Loëx Hôpital),21 (Onex, cité),40 (Chancy, douane/Pougny, gare),42 (Avusy, village),80 (Genève, Bel-Air));ETOI01;I;ch:1:sloid:92679:0:942865;352;2498840.6;1115950.77
933;Grand-Lancy, Stade de Genève;43,21,80;43,21,80 (43 (Onex, Vallet / Bernex, Loëx Hôpital),21 (Onex, cité),80 (Genève, Bel-Air));STGE03;Y;ch:1:sloid:88802:0:616628;0;2498873.61;1115148.83
934;Grand-Lancy, Stade de Genève;43,22,23,80;43,22,23,80 (43 (Plan-les-Ouates, Bellins),22 (Genève, Jardin Botanique),23 (Grand-Saconnex, Aéroport-P47),80 (Saint-Julien, gare));STGE00;W;ch:1:sloid:88802:0:277041;178;2498842.22;1114973.11
935;Lancy-Bachet, gare;43,22,23,80,46;43,22,23,80,46 (43 (Plan-les-Ouates, Bellins),22 (Genève, Jardin Botanique),23 (Grand-Saconnex, Aéroport-P47),80 (Saint-Julien, gare),46 (Bardonnex, village));BHET05;H;ch:1:sloid:87075:0:439820;177;2498843.84;1114492.47
936;Lancy-Bachet, gare;43,22,23,80,46;43,22,23,80,46 (43 (Onex, Vallet / Bernex, Loëx Hôpital),22 (Carouge GE, Rondeau),23 (Carouge GE, Tours),80 (Genève, Bel-Air),46 (Grand-Lancy, Stade de Genève));BHET04;G;ch:1:sloid:87075:0:830744;50;2498861.54;1114446.61
937;Grand-Lancy, Préventorium;43,82;43,82 (43 (Plan-les-Ouates, Bellins),82 (Collonges-sous-Salève, marché));PRVT01;S;ch:1:sloid:92994:0:824474;123;2499177.2;1114329.55
938;Lancy-Bachet, gare;43,82;43,82 (43 (Plan-les-Ouates, Bellins),82 (Collonges-sous-Salève, marché));BHET03;D;ch:1:sloid:87075:0:30765;25;2498907.17;1114458.18
939;Grand-Lancy, Préventorium;43,82;43,82 (43 (Onex, Vallet / Bernex, Loëx Hôpital),82 (Plan-les-Ouates, ZIPLO));PRVT00;R;ch:1:sloid:92994:0:108311;303;2499164.5;1114345.85
940;Lancy-Bachet, gare;43,82;43,82 (43 (Onex, Vallet / Bernex, Loëx Hôpital),82 (Plan-les-Ouates, ZIPLO));BHET02;F;ch:1:sloid:87075:0:467223;205;2498877.4;1114423.22
941;Plan-les-Ouates, Serves;43,C6;43,C6 (43 (Plan-les-Ouates, Bellins),C6 (Bardonnex, village));SRVE01;A;ch:1:sloid:93068:0:246722;219;2499129.6;1113664.52
942;Plan-les-Ouates, Serves;43,C6;43,C6 (43 (Onex, Vallet / Bernex, Loëx Hôpital),C6 (Carouge GE, Grange-Collomb));SRVE00;B;ch:1:sloid:93068:0:113014;39;2499153.36;1113681.87
943;Grand-Lancy, La Chapelle;43,C6;43,C6 (43 (Onex, Vallet / Bernex, Loëx Hôpital),C6 (Carouge GE, Grange-Collomb));CPEL03;Y;ch:1:sloid:93060:0:448418;26;2499369.82;1114074.85
944;Grand-Lancy, La Chapelle;43,C6;43,C6 (43 (Plan-les-Ouates, Bellins),C6 (Bardonnex, village));CPEL02;X;ch:1:sloid:93060:0:854951;209;2499333.85;1114021.15
945;Carouge GE, Baumgartner;44,C6;44,C6 (44 (Croix-de-Rozon, douane),C6 (Bardonnex, village));BAUM00;T;ch:1:sloid:93199:0:635065;156;2499649.39;1114214.15
946;Vessy, Drize;44,C6;44,C6 (44 (Carouge GE, Tours),C6 (Carouge GE, Grange-Collomb));DRIZ01;D;ch:1:sloid:95139:0:607344;338;2499732.5;1113994.59
947;Plan-les-Ouates, Moulins-Drize;44,C6;44,C6 (44 (Carouge GE, Tours),C6 (Carouge GE, Grange-Collomb));MDRZ01;H;ch:1:sloid:93062:0:278575;12;2499749.22;1113755.39
948;Plan-les-Ouates, Moulins-Drize;44,C6;44,C6 (44 (Croix-de-Rozon, douane),C6 (Bardonnex, village));MDRZ00;G;ch:1:sloid:93062:0:289274;192;2499735.27;1113736.04
949;Vessy, Drize;44,C6;44,C6 (44 (Croix-de-Rozon, douane),C6 (Bardonnex, village));DRIZ00;C;ch:1:sloid:95139:0:819460;164;2499737.59;1113947.91
950;Carouge GE, Baumgartner;44,C6;44,C6 (44 (Carouge GE, Tours),C6 (Carouge GE, Grange-Collomb));BAUM01;U;ch:1:sloid:93199:0:69984;336;2499627.55;1114284.16
951;Vessy, Plateau de Pinchat;45;45 (45 (Carouge GE, Tours));PPIN01;B;ch:1:sloid:87036:0:607073;334;2499892.99;1114211.72
952;Troinex, Rivolette;45;45 (45 (Carouge GE, Tours));RVTT01;R;ch:1:sloid:93126:0:514068;336;2500080.18;1113774.21
953;Troinex, ville;45;45 (45 (Troinex, ville));TXVI00;G;ch:1:sloid:88195:0:151933;272;2500020.64;1112800.74
954;Troinex, mairie;45;45 (45 (Carouge GE, Tours));TXMA01;F;ch:1:sloid:87093:0:328759;29;2500325.82;1112880.56
955;Troinex, ville;45;45 (45 (Troinex, ville));TXVI01;H;ch:1:sloid:88195:0:228631;88;2500030.87;1112792.27
956;Vessy, Plateau de Pinchat;45;45 (45 (Troinex, ville));PPIN00;A;ch:1:sloid:87036:0:276356;154;2499891.77;1114195.1
957;Vessy, Combettes;45;45 (45 (Troinex, ville));CBET00;E;ch:1:sloid:93196:0:367464;157;2499997.27;1113953.92
958;Vessy, Chemin Vert;45;45 (45 (Carouge GE, Tours));CVER01;Q;ch:1:sloid:93194:0:809268;302;2499757.91;1114401.38
959;Troinex, Pont-de-Drize;45;45 (45 (Carouge GE, Tours));PDRI01;B;ch:1:sloid:93125:0:614435;303;2500378.67;1113296.74
960;Vessy, Combettes;45;45 (45 (Carouge GE, Tours));CBET01;F;ch:1:sloid:93196:0:731262;337;2499990.23;1113988.7
961;Vessy, Chemin Vert;45;45 (45 (Troinex, ville));CVER00;P;ch:1:sloid:93194:0:896072;125;2499802.12;1114360.86
962;Troinex, Saussac;45;45 (45 (Carouge GE, Tours));SAUS01;D;ch:1:sloid:93127:0:345224;46;2500339.5;1113079.57
963;Troinex, Les Crêts;45;45 (45 (Carouge GE, Tours));LCRE01;T;ch:1:sloid:88801:0:692815;323;2500225.91;1113477.14
964;Troinex, mairie;45;45 (45 (Troinex, ville));TXMA00;E;ch:1:sloid:87093:0:902027;205;2500311.76;1112869.73
965;Troinex, Saussac;45;45 (45 (Troinex, ville));SAUS00;C;ch:1:sloid:93127:0:302355;185;2500337.18;1113065.08
966;Troinex, Pont-de-Drize;45;45 (45 (Troinex, ville));PDRI00;A;ch:1:sloid:93125:0:130;100;2500401.94;1113268.44
967;Troinex, Rivolette;45;45 (45 (Troinex, ville));RVTT00;Q;ch:1:sloid:93126:0:4778;156;2500079.46;1113759.86
968;Troinex, Les Crêts;45;45 (45 (Troinex, ville));LCRE00;S;ch:1:sloid:88801:0:59906;142;2500217.91;1113474.18
969;Carouge GE, Tours;45,21,41,44,22;45,21,41,44,22 (45 (Troinex, ville),21 (Onex, cité),41 (Veyrier, Petit-Veyrier/Chêne-Bourg, gare-Place),44 (Carouge GE, Tours),22 (Genève, Jardin Botanique));TCAR04;I;ch:1:sloid:87037:0:753973;330;2499394.55;1115475.64
970;Carouge GE, Rondeau;45,41,18,44,12;45,41,18,44,12 (45 (Carouge GE, Tours),41 (Carouge GE, Tours),18 (Grand-Lancy, Palettes),44 (Carouge GE, Tours),12 (Lancy-Bachet, gare));CRGE01;A;ch:1:sloid:87437:0:728178;233;2499571.05;1115076.25
971;Carouge GE, Rondeau;45,41,44;45,41,44 (45 (Troinex, ville),41 (Veyrier, Petit-Veyrier/Chêne-Bourg, gare-Place),44 (Croix-de-Rozon, douane));CRGE02;C;ch:1:sloid:87437:0:481667;172;2499647.37;1115042.8
972;Carouge GE, Grange-Collomb;45,44;45,44 (45 (Troinex, ville),44 (Croix-de-Rozon, douane));GCLB00;M;ch:1:sloid:92675:0:348567;175;2499568.91;1114629.5
973;Carouge GE, Grange-Collomb;45,44,C6;45,44,C6 (45 (Carouge GE, Tours),44 (Carouge GE, Tours),C6 (Carouge GE, Grange-Collomb));GCLB01;N;ch:1:sloid:92675:0:739477;352;2499583.04;1114634.63
974;Plan-les-Ouates, Pré-Jardinier;46;46 (46 (Bardonnex, village));PJAR00;A;ch:1:sloid:95037:0:161138;143;2498603.75;1113191.78
975;Plan-les-Ouates, Pré-Jardinier;46;46 (46 (Grand-Lancy, Stade de Genève));PJAR01;B;ch:1:sloid:95037:0:955525;323;2498582.3;1113231.54
976;Plan-les-Ouates, Nant-Malet;46;46 (46 (Bardonnex, village));NAMA00;O;ch:1:sloid:93063:0:80534;225;2498342.43;1113523.51
977;Plan-les-Ouates, Vuattes;46;46 (46 (Grand-Lancy, Stade de Genève));VUAT01;F;ch:1:sloid:93072:0:795238;324;2498274.36;1113943.39
978;Plan-les-Ouates, Nant-Malet;46;46 (46 (Grand-Lancy, Stade de Genève));NAMA01;P;ch:1:sloid:93063:0:100957;37;2498376.89;1113553.91
979;Plan-les-Ouates, Vuattes;46;46 (46 (Bardonnex, village));VUAT00;E;ch:1:sloid:93072:0:826924;143;2498313.04;1113876.15
980;Grand-Lancy, Stade de Genève;46;46 (46 (Bardonnex, village));STGE06;Z;ch:1:sloid:88802:0:473125;178;2498841.59;1115003.7
981;Bernex, Cottenets;47;47 (47 (Bernex, Lully croisée));CTNT01;F;ch:1:sloid:92652:0:759533;105;2493420.85;1113256.64
982;Bernex, Lully croisée;47;47 (47 (Bernex, Lully croisée));LULY06;V;ch:1:sloid:87076:0:224945;;2494347.51;1113286.5
983;Bernex, Pré-Polly;47;47 (47 (Confignon, croisée));PPOL00;G;ch:1:sloid:92662:0:828151;246;2494066.91;1113181.9
984;Bernex, Sézenove village;47;47 (47 (Confignon, croisée));SEVI00;C;ch:1:sloid:95043:0:931591;310;2493218.73;1113504.88
985;Bernex, Pré-Polly;47;47 (47 (Bernex, Lully croisée));PPOL01;H;ch:1:sloid:92662:0:702343;66;2494083.76;1113181.16
986;Bernex, Cottenets;47;47 (47 (Confignon, croisée));CTNT00;E;ch:1:sloid:92652:0:326577;278;2493425.66;1113261.31
987;Bernex, Sézenove village;47;47 (47 (Bernex, Lully croisée));SEVI01;D;ch:1:sloid:95043:0:202837;130;2493253.26;1113466.22
988;Bernex, Lully croisée;47;47 (47 (Bernex, Lully croisée));LULY00;T;ch:1:sloid:87076:0:679762;250;2494334.25;1113295.17
989;Confignon, croisée;47,48;47,48 (47 (Confignon, croisée),48 (Plan-les-Ouates, ZIPLO));CRCO02;C;ch:1:sloid:87386:0:530792;189;2495740.23;1114959.42
990;Plan-les-Ouates, Manufactures;48;48 (48 (Confignon, croisée));MANU03;;ch:1:sloid:95036:0:501642;;2496930.13;1113461.81
